dataset,case,query_type,route,route_reason,visual_attribute,pure_ordinal,pure_geometric,caption
nr3d_250,210,ordinal,E0,visual_attribute_default_e0,True,False,False,in the bathtub the shorter towel
nr3d_250,211,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,choose the chair that is closest to the kitchen
nr3d_250,212,explicit_direction,E0,default_e0,False,False,False,there is a table in front of this armchair
nr3d_250,213,opposite_derived,E0,default_e0,False,False,False,this desk is longer and located at the foot of the bed it is
nr3d_250,214,viewpoint_guided,E0,visual_attribute_default_e0,True,False,False,looking straight at the orange towel the desk on the right
nr3d_250,215,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,this toilet is the one with the seat up and is in the stall 
nr3d_250,216,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,find the backpack that is farthest away from the window
nr3d_250,217,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the darker brown nightstand beside the bed with a lamp sitti
nr3d_250,218,object_orientation,E0,default_e0,False,False,False,the window that does not have a computer facing directly awa
nr3d_250,219,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,choose the chair that is closest to the trash can
nr3d_250,220,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the trashcan next to the open doorway
nr3d_250,221,explicit_direction,E0,default_e0,False,False,False,the door that has a painting to the left of it
nr3d_250,222,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,True,True,the chair between the desks in the middle of the room
nr3d_250,223,none,E0,visual_attribute_default_e0,True,False,False,round table in corner with something black on it
nr3d_250,224,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,closest cabinet to door
nr3d_250,225,object_orientation,E0,default_e0,False,False,False,the armchair facing the door
nr3d_250,226,object_orientation,E0,visual_attribute_default_e0,True,False,False,it is the brown table with a bag on it
nr3d_250,227,none,E0,default_e0,False,False,False,bathroom sink next to the toilet
nr3d_250,228,explicit_direction,E0,default_e0,False,False,True,lamp in between the beds
nr3d_250,229,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,find the monitor that sits on the table near the window blin
nr3d_250,230,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,face the door the table you want is across the room from the
nr3d_250,231,none,E0,default_e0,False,False,False,the bottle is the only one sitting on the bathroom counter n
nr3d_250,232,ordinal,bev_raw_labeled,pure_ordinal_bev,False,True,False,much taller shelf of the two
nr3d_250,233,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the blue toddler chair that does not have a disney cars them
nr3d_250,234,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,choose the smaller of the two windows it is on the left if y
nr3d_250,235,explicit_direction,E0,default_e0,False,False,False,the top cabinet next to door
nr3d_250,236,explicit_direction,E0,default_e0,False,False,False,the tall narrow window next to the exit door
nr3d_250,237,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the blue trash can to the left of the grey trash can
nr3d_250,238,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the trash can located next to the two doors leading out
nr3d_250,239,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the blue bag on top of the end table next to the couch
nr3d_250,240,explicit_direction,E0,visual_attribute_default_e0,True,False,False,it is the box on top
nr3d_250,241,explicit_direction,E0,default_e0,False,False,True,the trash can in front of piles of papers that are under a d
nr3d_250,242,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,True,it is the small bookshelf located between the two larger boo
nr3d_250,243,explicit_direction,E0,default_e0,False,False,False,if you are facing the monitors select the mouse that goes wi
nr3d_250,244,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,of the two chairs that are next to each other choose the one
nr3d_250,245,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,facing the windows the window to the left
nr3d_250,246,explicit_direction,E0,visual_attribute_default_e0,True,False,False,it is the chair with the towel hanging behind it
nr3d_250,247,room_side,E0,visual_attribute_default_e0,True,False,False,the light in the middle of the room on the ceiling
nr3d_250,248,room_side,E0,visual_attribute_default_e0,True,False,False,the window in the back of the room ( assuming the blackboard
nr3d_250,249,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,select the curtain beside the chairs the one on your left
